YEAR,WGMS_ID,NAME,ANNUAL_BALANCE,RGI_ID
1953,3334,LEMON CREEK,-560.0,RGI50-01.01104
1954,3334,LEMON CREEK,-180.0,RGI50-01.01104
1955,3334,LEMON CREEK,1120.0,RGI50-01.01104
1956,3334,LEMON CREEK,-640.0,RGI50-01.01104
1957,3334,LEMON CREEK,0.0,RGI50-01.01104
1958,3334,LEMON CREEK,-580.0,RGI50-01.01104
1959,3334,LEMON CREEK,-900.0,RGI50-01.01104
1960,3334,LEMON CREEK,-820.0,RGI50-01.01104
1961,3334,LEMON CREEK,-240.0,RGI50-01.01104
1962,3334,LEMON CREEK,-690.0,RGI50-01.01104
1963,3334,LEMON CREEK,170.0,RGI50-01.01104
1964,3334,LEMON CREEK,1040.0,RGI50-01.01104
1965,3334,LEMON CREEK,80.0,RGI50-01.01104
1966,3334,LEMON CREEK,-490.0,RGI50-01.01104
1967,3334,LEMON CREEK,-600.0,RGI50-01.01104
1968,3334,LEMON CREEK,-220.0,RGI50-01.01104
1969,3334,LEMON CREEK,210.0,RGI50-01.01104
1970,3334,LEMON CREEK,-90.0,RGI50-01.01104
1971,3334,LEMON CREEK,-400.0,RGI50-01.01104
1972,3334,LEMON CREEK,-650.0,RGI50-01.01104
1973,3334,LEMON CREEK,-520.0,RGI50-01.01104
1974,3334,LEMON CREEK,-370.0,RGI50-01.01104
1975,3334,LEMON CREEK,290.0,RGI50-01.01104
1976,3334,LEMON CREEK,-250.0,RGI50-01.01104
1977,3334,LEMON CREEK,-480.0,RGI50-01.01104
1978,3334,LEMON CREEK,-800.0,RGI50-01.01104
1979,3334,LEMON CREEK,-630.0,RGI50-01.01104
1980,3334,LEMON CREEK,-270.0,RGI50-01.01104
1981,3334,LEMON CREEK,-810.0,RGI50-01.01104
1982,3334,LEMON CREEK,-430.0,RGI50-01.01104
1983,3334,LEMON CREEK,-1620.0,RGI50-01.01104
1984,3334,LEMON CREEK,-250.0,RGI50-01.01104
1985,3334,LEMON CREEK,330.0,RGI50-01.01104
1986,3334,LEMON CREEK,-510.0,RGI50-01.01104
1987,3334,LEMON CREEK,-840.0,RGI50-01.01104
1988,3334,LEMON CREEK,110.0,RGI50-01.01104
1989,3334,LEMON CREEK,-1240.0,RGI50-01.01104
1990,3334,LEMON CREEK,-1110.0,RGI50-01.01104
1991,3334,LEMON CREEK,-380.0,RGI50-01.01104
1992,3334,LEMON CREEK,-660.0,RGI50-01.01104
1993,3334,LEMON CREEK,-980.0,RGI50-01.01104
1994,3334,LEMON CREEK,-760.0,RGI50-01.01104
1995,3334,LEMON CREEK,-1310.0,RGI50-01.01104
1996,3334,LEMON CREEK,-1580.0,RGI50-01.01104
1997,3334,LEMON CREEK,-1810.0,RGI50-01.01104
1998,3334,LEMON CREEK,-1460.0,RGI50-01.01104
1999,3334,LEMON CREEK,200.0,RGI50-01.01104
2000,3334,LEMON CREEK,650.0,RGI50-01.01104
2001,3334,LEMON CREEK,400.0,RGI50-01.01104
2002,3334,LEMON CREEK,-250.0,RGI50-01.01104
2003,3334,LEMON CREEK,-1900.0,RGI50-01.01104
2004,3334,LEMON CREEK,-650.0,RGI50-01.01104
2005,3334,LEMON CREEK,-470.0,RGI50-01.01104
2006,3334,LEMON CREEK,-170.0,RGI50-01.01104
2007,3334,LEMON CREEK,150.0,RGI50-01.01104
2008,3334,LEMON CREEK,800.0,RGI50-01.01104
2009,3334,LEMON CREEK,-700.0,RGI50-01.01104
2010,3334,LEMON CREEK,-580.0,RGI50-01.01104
2011,3334,LEMON CREEK,-720.0,RGI50-01.01104
2012,3334,LEMON CREEK,450.0,RGI50-01.01104
2013,3334,LEMON CREEK,-753.0,RGI50-01.01104
2014,3334,LEMON CREEK,-1825.0,RGI50-01.01104
